,HOG,files,label
91,[0.34593058 0.16915235 0.03342887 ... 0.05347988 0.04135409 0.38739157],./outputs/extra_images/Cars_91_Extra.png,1.0
92,[0.23944376 0.18540585 0.07618392 ... 0.01225658 0.01950275 0.02611842],./outputs/extra_images/Cars_92_Extra.png,1.0
93,"[3.97424430e-01 3.97424430e-01 1.58746410e-02 ... 3.39353282e-04
 1.13394493e-02 3.40547860e-01]",./outputs/extra_images/Cars_93_Extra.png,1.0
94,[0.09833027 0.10062265 0.08064122 ... 0.0036957  0.00144707 0.01023584],./outputs/extra_images/Cars_94_Extra.png,1.0
95,[0.00362837 0.00495464 0.14215185 ... 0.00176408 0.00096461 0.00142505],./outputs/extra_images/Cars_95_Extra.png,1.0
96,[0.53540224 0.18748054 0.03949653 ... 0.00870771 0.00307895 0.00424317],./outputs/extra_images/Cars_96_Extra.png,1.0
97,[0.12743741 0.01537052 0.01308103 ... 0.0035841  0.00140511 0.00064719],./outputs/extra_images/Cars_97_Extra.png,1.0
98,[0.32696119 0.24667946 0.21220757 ... 0.04939981 0.03365411 0.01733043],./outputs/extra_images/Cars_98_Extra.png,1.0
99,[0.4925262  0.16118556 0.05309079 ... 0.01678805 0.01013315 0.42399833],./outputs/extra_images/Cars_99_Extra.png,1.0
100,[0.15098348 0.12548286 0.07192121 ... 0.00492541 0.01663065 0.0836531 ],./outputs/extra_images/Cars_100_Extra.png,1.0
101,[0.14837092 0.12967241 0.05581898 ... 0.00263844 0.01682377 0.07979915],./outputs/extra_images/Cars_101_Extra.png,1.0
102,[0.03873207 0.01563895 0.01894723 ... 0.01739542 0.0115878  0.12289079],./outputs/extra_images/Cars_102_Extra.png,1.0
103,[0.04670539 0.02157927 0.02895533 ... 0.01101362 0.01923012 0.30445239],./outputs/extra_images/Cars_103_Extra.png,1.0
104,[0.44328663 0.44328663 0.00499316 ... 0.01925217 0.01232692 0.00865572],./outputs/extra_images/Cars_104_Extra.png,1.0
105,[0.3277711  0.02800736 0.00100512 ... 0.00841886 0.00866339 0.00290744],./outputs/extra_images/Cars_105_Extra.png,1.0
106,[0.04136951 0.00690349 0.01968664 ... 0.029014   0.02174876 0.03346985],./outputs/extra_images/Cars_106_Extra.png,1.0
107,[0.45300919 0.10309415 0.01204819 ... 0.01142164 0.01549451 0.39601967],./outputs/extra_images/Cars_107_Extra.png,1.0
108,[0.24252349 0.37009761 0.03837503 ... 0.00252354 0.00439609 0.02764226],./outputs/extra_images/Cars_108_Extra.png,1.0
109,[0.36455989 0.36455989 0.06007585 ... 0.00686925 0.00908025 0.34494364],./outputs/extra_images/Cars_109_Extra.png,1.0
110,[0.05946787 0.04156807 0.03805175 ... 0.00318182 0.00251544 0.04873053],./outputs/extra_images/Cars_110_Extra.png,1.0
111,"[4.46751568e-04 9.85863153e-04 2.01287463e-01 ... 3.01856361e-03
 1.47105704e-04 0.00000000e+00]",./outputs/extra_images/Cars_111_Extra.png,1.0
112,[0.08308057 0.02877614 0.02032741 ... 0.12633859 0.09595224 0.08690406],./outputs/extra_images/Cars_112_Extra.png,1.0
113,[0.45770574 0.26720172 0.00078859 ... 0.00524787 0.00635279 0.46911389],./outputs/extra_images/Cars_113_Extra.png,1.0
114,[0.03118277 0.02553119 0.02885964 ... 0.10671407 0.09206906 0.06508508],./outputs/extra_images/Cars_114_Extra.png,1.0
115,[0.04336814 0.0228185  0.05368664 ... 0.01001111 0.01351981 0.01370636],./outputs/extra_images/Cars_115_Extra.png,1.0
116,[0.16476719 0.35214669 0.11993118 ... 0.00254187 0.0333376  0.15340912],./outputs/extra_images/Cars_116_Extra.png,1.0
117,[0.08654722 0.03074076 0.23108856 ... 0.00034205 0.         0.00040522],./outputs/extra_images/Cars_117_Extra.png,1.0
118,[0.05201925 0.05341067 0.04708381 ... 0.01026536 0.00974981 0.12681516],./outputs/extra_images/Cars_118_Extra.png,1.0
119,[0.35919702 0.35919702 0.02389147 ... 0.00247154 0.00997681 0.29467899],./outputs/extra_images/Cars_119_Extra.png,1.0
120,[0.47178817 0.06867601 0.00827589 ... 0.0128391  0.00541908 0.00883906],./outputs/extra_images/Cars_120_Extra.png,1.0
121,[0.40059778 0.01684217 0.00512412 ... 0.00758929 0.00521451 0.03486111],./outputs/extra_images/Cars_121_Extra.png,1.0
122,[0.10465499 0.09586443 0.0977808  ... 0.06984105 0.05250814 0.04235802],./outputs/extra_images/Cars_122_Extra.png,1.0
123,[0.36845639 0.08807996 0.05508996 ... 0.0209132  0.02084431 0.36334726],./outputs/extra_images/Cars_123_Extra.png,1.0
124,[0.11512858 0.12858051 0.08802196 ... 0.00515159 0.05651054 0.23686516],./outputs/extra_images/Cars_124_Extra.png,1.0
125,"[4.79465388e-02 5.06522171e-02 2.48225942e-01 ... 8.49406887e-03
 3.62992845e-03 2.13989930e-04]",./outputs/extra_images/Cars_125_Extra.png,1.0
126,[0.03471869 0.02726289 0.02310884 ... 0.02437098 0.06750258 0.25206903],./outputs/extra_images/Cars_126_Extra.png,1.0
127,[0.38987699 0.38987699 0.02379886 ... 0.00357521 0.00788797 0.24918106],./outputs/extra_images/Cars_127_Extra.png,1.0
128,[0.42283359 0.22711562 0.0138477  ... 0.00755675 0.00324429 0.00490461],./outputs/extra_images/Cars_128_Extra.png,1.0
129,[0.42174768 0.34537318 0.00657182 ... 0.00226789 0.01867791 0.35221601],./outputs/extra_images/Cars_129_Extra.png,1.0
130,[0.05903669 0.04933475 0.06103721 ... 0.05655722 0.03787586 0.02129615],./outputs/extra_images/Cars_130_Extra.png,1.0
131,[0.00661305 0.00863619 0.04307834 ... 0.005319   0.00621276 0.00431743],./outputs/extra_images/Cars_131_Extra.png,1.0
132,[0.23201311 0.29735976 0.06826543 ... 0.00349786 0.00842608 0.02128755],./outputs/extra_images/Cars_132_Extra.png,1.0
133,[0.21146993 0.23153904 0.0533391  ... 0.00199491 0.00635005 0.02378858],./outputs/extra_images/Cars_133_Extra.png,1.0
134,[0.02761488 0.01168732 0.01540892 ... 0.0050853  0.00618546 0.03902788],./outputs/extra_images/Cars_134_Extra.png,1.0
135,[0.03201789 0.01329759 0.0156104  ... 0.00651645 0.00500309 0.2580092 ],./outputs/extra_images/Cars_135_Extra.png,1.0
136,[0.11858545 0.05037912 0.0176598  ... 0.09318943 0.14910907 0.3474699 ],./outputs/extra_images/Cars_136_Extra.png,1.0
137,[0.07188807 0.01135453 0.07831041 ... 0.06561441 0.29628694 0.29628694],./outputs/extra_images/Cars_137_Extra.png,1.0
138,[0.28257719 0.11693532 0.03701329 ... 0.15474194 0.31389403 0.28802243],./outputs/extra_images/Cars_138_Extra.png,1.0
139,[0.31423494 0.18417868 0.02957029 ... 0.00760208 0.05703109 0.39789441],./outputs/extra_images/Cars_139_Extra.png,1.0
140,[0.11090171 0.11932456 0.14025925 ... 0.01184925 0.07478809 0.26508522],./outputs/extra_images/Cars_140_Extra.png,1.0
141,[0.33500251 0.33500251 0.03644147 ... 0.00296821 0.00899482 0.32724237],./outputs/extra_images/Cars_141_Extra.png,1.0
142,[0.077876   0.09053332 0.06014142 ... 0.00387277 0.02508834 0.22364314],./outputs/extra_images/Cars_142_Extra.png,1.0
143,[0.01935156 0.0453624  0.22706835 ... 0.01876255 0.01428479 0.00385884],./outputs/extra_images/Cars_143_Extra.png,1.0
144,[0.03819525 0.01055963 0.02085796 ... 0.12729809 0.12283076 0.32567507],./outputs/extra_images/Cars_144_Extra.png,1.0
145,[0.05693294 0.00753775 0.01742876 ... 0.1249634  0.22079912 0.29824528],./outputs/extra_images/Cars_145_Extra.png,1.0
146,[0.01243793 0.01074279 0.01280771 ... 0.07800638 0.32758602 0.32758602],./outputs/extra_images/Cars_146_Extra.png,1.0
147,[0.26111829 0.0276882  0.01563072 ... 0.05572026 0.1936453  0.32516256],./outputs/extra_images/Cars_147_Extra.png,1.0
148,[0.02108986 0.00718563 0.01251749 ... 0.02585358 0.02759705 0.0744257 ],./outputs/extra_images/Cars_148_Extra.png,1.0
149,[0.03816175 0.00663686 0.00829638 ... 0.02750878 0.02758832 0.11632355],./outputs/extra_images/Cars_149_Extra.png,1.0
150,[0.09272988 0.10590224 0.12513748 ... 0.04826272 0.30384788 0.30384788],./outputs/extra_images/Cars_150_Extra.png,1.0
151,[0.10541768 0.10260957 0.1303308  ... 0.05402195 0.29777354 0.29777354],./outputs/extra_images/Cars_151_Extra.png,1.0
152,[0.1956825  0.16415811 0.07782403 ... 0.00887441 0.00886162 0.05737031],./outputs/extra_images/Cars_152_Extra.png,1.0
153,[0.12257349 0.04503404 0.02738189 ... 0.00303049 0.00278002 0.01348171],./outputs/extra_images/Cars_153_Extra.png,1.0
154,[0.12366508 0.05238954 0.03828501 ... 0.01817707 0.02240021 0.03828533],./outputs/extra_images/Cars_154_Extra.png,1.0
155,[0.31569257 0.083365   0.02295295 ... 0.00857102 0.00750023 0.36453912],./outputs/extra_images/Cars_155_Extra.png,1.0
156,[0.05442609 0.05237721 0.06679696 ... 0.00289354 0.04509208 0.10636075],./outputs/extra_images/Cars_156_Extra.png,1.0
157,[0.42054722 0.03099425 0.04434562 ... 0.00638828 0.05280712 0.14647369],./outputs/extra_images/Cars_157_Extra.png,1.0
158,[0.13454835 0.04434707 0.03902614 ... 0.26496959 0.23503095 0.28574911],./outputs/extra_images/Cars_158_Extra.png,1.0
159,[0.09315272 0.0222375  0.02221567 ... 0.23886712 0.2829878  0.2829878 ],./outputs/extra_images/Cars_159_Extra.png,1.0
160,[0.24286641 0.0814861  0.01562765 ... 0.00082351 0.00450431 0.01711374],./outputs/extra_images/Cars_160_Extra.png,1.0
161,[0.02639191 0.00664994 0.23978738 ... 0.00097268 0.00632462 0.0124171 ],./outputs/extra_images/Cars_161_Extra.png,1.0
162,[0.18166533 0.14673477 0.03986573 ... 0.00692338 0.00525528 0.01614212],./outputs/extra_images/Cars_162_Extra.png,1.0
163,[0.40601745 0.40601745 0.03742243 ... 0.00570698 0.00082568 0.40119284],./outputs/extra_images/Cars_163_Extra.png,1.0
164,[0.12956969 0.1638312  0.14637722 ... 0.02865318 0.03560214 0.08139165],./outputs/extra_images/Cars_164_Extra.png,1.0
165,[0.01051176 0.00759893 0.09203456 ... 0.01879849 0.06206678 0.12730856],./outputs/extra_images/Cars_165_Extra.png,1.0
166,[0.03520817 0.02764183 0.01598866 ... 0.24344723 0.24344723 0.24344723],./outputs/extra_images/Cars_166_Extra.png,1.0
167,[0.41535923 0.40786248 0.00362393 ... 0.0612762  0.10441691 0.34613118],./outputs/extra_images/Cars_167_Extra.png,1.0
168,[0.20321859 0.15369789 0.01694151 ... 0.0081757  0.00998831 0.01093675],./outputs/extra_images/Cars_168_Extra.png,1.0
169,[0.12155885 0.0535795  0.01305944 ... 0.0023777  0.00401897 0.03182345],./outputs/extra_images/Cars_169_Extra.png,1.0
170,[0.28964823 0.16797723 0.04972216 ... 0.04016491 0.01659159 0.01874908],./outputs/extra_images/Cars_170_Extra.png,1.0
171,[0.37057951 0.0997196  0.0397548  ... 0.01559627 0.00475315 0.34138235],./outputs/extra_images/Cars_171_Extra.png,1.0
172,[0.10520662 0.04192181 0.03619152 ... 0.0642427  0.03557041 0.06078486],./outputs/extra_images/Cars_172_Extra.png,1.0
173,[0.21362685 0.02685435 0.02511737 ... 0.0281817  0.01011378 0.40779519],./outputs/extra_images/Cars_173_Extra.png,1.0
174,[0.29170918 0.17085704 0.02732177 ... 0.17463699 0.19936791 0.15584964],./outputs/extra_images/Cars_174_Extra.png,1.0
175,[0.1935115  0.11209667 0.02246266 ... 0.09935348 0.1148836  0.1473892 ],./outputs/extra_images/Cars_175_Extra.png,1.0
176,[0.1531655  0.16936973 0.17152689 ... 0.00981441 0.05222107 0.30555949],./outputs/extra_images/Cars_176_Extra.png,1.0
177,[0.40204048 0.40204048 0.01387308 ... 0.00459307 0.01316419 0.35538909],./outputs/extra_images/Cars_177_Extra.png,1.0
178,[0.17155106 0.09424216 0.07375162 ... 0.04311878 0.04845256 0.15345055],./outputs/extra_images/Cars_178_Extra.png,1.0
179,[0.0121954  0.01841926 0.1476668  ... 0.02547337 0.03479892 0.11564244],./outputs/extra_images/Cars_179_Extra.png,1.0
180,[0.05069955 0.08128485 0.05515187 ... 0.00279575 0.01890772 0.22356834],./outputs/extra_images/Cars_180_Extra.png,1.0
181,[0.08525079 0.07464261 0.05017849 ... 0.00282708 0.01531621 0.24666728],./outputs/extra_images/Cars_181_Extra.png,1.0
182,[0.06709269 0.05606534 0.03172353 ... 0.02491557 0.02671277 0.04482961],./outputs/extra_images/Cars_182_Extra.png,1.0
183,[0.3485266  0.04972807 0.02833148 ... 0.01737742 0.01228257 0.36604163],./outputs/extra_images/Cars_183_Extra.png,1.0
184,[0.11686935 0.05852438 0.06010735 ... 0.02175952 0.00437302 0.00837133],./outputs/extra_images/Cars_184_Extra.png,1.0
185,[0.4065004  0.4065004  0.02054214 ... 0.00745595 0.01541752 0.38788489],./outputs/extra_images/Cars_185_Extra.png,1.0
186,[0.03308627 0.01740528 0.02278608 ... 0.01123908 0.01181395 0.00967359],./outputs/extra_images/Cars_186_Extra.png,1.0
187,[0.02594513 0.01665664 0.16852976 ... 0.0026629  0.00068009 0.0035122 ],./outputs/extra_images/Cars_187_Extra.png,1.0
188,[0.39679199 0.02110911 0.00457925 ... 0.25076392 0.11238319 0.02838874],./outputs/extra_images/Cars_188_Extra.png,1.0
189,[0.38065872 0.38065872 0.01510696 ... 0.01605929 0.01290452 0.38121673],./outputs/extra_images/Cars_189_Extra.png,1.0
190,[0.07274328 0.01360554 0.0413755  ... 0.03009542 0.01949082 0.02246685],./outputs/extra_images/Cars_190_Extra.png,1.0
191,[0.0025266  0.00158174 0.20933937 ... 0.00649506 0.00259366 0.00353814],./outputs/extra_images/Cars_191_Extra.png,1.0
192,[0.05054197 0.05998543 0.06267118 ... 0.01551962 0.05584263 0.09547768],./outputs/extra_images/Cars_192_Extra.png,1.0
193,[0.3559472  0.07669138 0.03307413 ... 0.00689513 0.02466272 0.40085959],./outputs/extra_images/Cars_193_Extra.png,1.0
194,[0.44195572 0.0612984  0.19942334 ... 0.04627435 0.03880936 0.32611439],./outputs/extra_images/Cars_194_Extra.png,1.0
195,[0.19671451 0.04160067 0.02154133 ... 0.01786964 0.05111384 0.301487  ],./outputs/extra_images/Cars_195_Extra.png,1.0
196,[0.39620587 0.18362522 0.02378756 ... 0.00117684 0.00239368 0.05113969],./outputs/extra_images/Cars_196_Extra.png,1.0
197,[0.45206252 0.32895419 0.00572643 ... 0.01411057 0.03312805 0.36582851],./outputs/extra_images/Cars_197_Extra.png,1.0
198,[0.02996048 0.00645855 0.01527549 ... 0.00716732 0.01209584 0.07721626],./outputs/extra_images/Cars_198_Extra.png,1.0
199,"[3.27562215e-03 2.08857446e-03 3.26860361e-02 ... 4.74489934e-05
 0.00000000e+00 2.88764713e-04]",./outputs/extra_images/Cars_199_Extra.png,1.0
200,[0.43828425 0.18560238 0.00677077 ... 0.02195944 0.00994499 0.06494077],./outputs/extra_images/Cars_200_Extra.png,1.0
201,[0.38047197 0.38047197 0.00866502 ... 0.00733799 0.00932888 0.38435695],./outputs/extra_images/Cars_201_Extra.png,1.0
202,[0.21687792 0.01238528 0.00739416 ... 0.0362578  0.0606667  0.07106312],./outputs/extra_images/Cars_202_Extra.png,1.0
